id,eta_b01_SAEM,eta_b11_SAEM,eta_b21_SAEM,eta_a1_SAEM,eta_b02_SAEM,eta_b12_SAEM,eta_b03_SAEM,eta_b13_SAEM,eta_b04_SAEM,eta_b14_SAEM,eta_p1_SAEM,eta_g1_SAEM,eta_p2_SAEM,eta_g2_SAEM,eta_alpha11_SAEM,eta_alpha12_SAEM,eta_alpha13_SAEM,eta_alpha14_SAEM,eta_alpha21_SAEM,eta_alpha22_SAEM,eta_alpha23_SAEM,eta_alpha24_SAEM,eta_b01_mean,eta_b11_mean,eta_b21_mean,eta_a1_mean,eta_b02_mean,eta_b12_mean,eta_b03_mean,eta_b13_mean,eta_b04_mean,eta_b14_mean,eta_p1_mean,eta_g1_mean,eta_p2_mean,eta_g2_mean,eta_alpha11_mean,eta_alpha12_mean,eta_alpha13_mean,eta_alpha14_mean,eta_alpha21_mean,eta_alpha22_mean,eta_alpha23_mean,eta_alpha24_mean,eta_b01_mode,eta_b11_mode,eta_b21_mode,eta_a1_mode,eta_b02_mode,eta_b12_mode,eta_b03_mode,eta_b13_mode,eta_b04_mode,eta_b14_mode,eta_p1_mode,eta_g1_mode,eta_p2_mode,eta_g2_mode,eta_alpha11_mode,eta_alpha12_mode,eta_alpha13_mode,eta_alpha14_mode,eta_alpha21_mode,eta_alpha22_mode,eta_alpha23_mode,eta_alpha24_mode,eta_b01_sd,eta_b11_sd,eta_b21_sd,eta_a1_sd,eta_b02_sd,eta_b12_sd,eta_b03_sd,eta_b13_sd,eta_b04_sd,eta_b14_sd,eta_p1_sd,eta_g1_sd,eta_p2_sd,eta_g2_sd,eta_alpha11_sd,eta_alpha12_sd,eta_alpha13_sd,eta_alpha14_sd,eta_alpha21_sd,eta_alpha22_sd,eta_alpha23_sd,eta_alpha24_sd
37,1.79162,0.0276369,-0.00783292,-0.1265,0.0380569,0.00332559,0.304892,-0.0721045,-0.209766,0.127934,0,0,0,0,0,0,0,0,0,0,0,0,1.67038,0.0357163,-0.0241177,-0.20878,0.0388173,0.00342884,0.375516,-0.0757987,-0.234985,0.130666,0,0,0,0,0,0,0,0,0,0,0,0,0.455023,0.101453,0.0140168,0.196265,0.0404971,0.00322207,0.307302,-0.0714519,-0.186198,0.126947,0,0,0,0,0,0,0,0,0,0,0,0,1.19449,0.101825,0.0705718,0.7645,0.0180697,0.00162217,0.370785,0.0292713,0.344948,0.0273107,0,0,0,0,0,0,0,0,0,0,0,0
38,1.78674,-0.0570653,0.0289926,0.152616,-0.0245628,-0.00335667,-1.11587,-0.183078,1.2122,-0.0187883,0,0,0,0,0,0,0,0,0,0,0,0,2.01262,-0.0628251,0.0413196,0.277744,-0.022804,-0.0034199,-1.1158,-0.183794,1.25282,-0.0205459,0,0,0,0,0,0,0,0,0,0,0,0,2.79014,-0.0435479,0.0859986,1.0426,-0.0208373,-0.00358958,-1.13271,-0.181268,1.20637,-0.0191356,0,0,0,0,0,0,0,0,0,0,0,0,1.07517,0.0563931,0.0649452,0.92649,0.0183699,0.00137612,0.316994,0.0231032,0.385049,0.0243777,0,0,0,0,0,0,0,0,0,0,0,0
39,2.81323,0.0388328,-0.0246003,0.0699749,-0.0201772,-0.00248934,0.329134,-0.0874131,0.0900185,-0.0400808,0,0,0,0,0,0,0,0,0,0,0,0,2.8046,0.04394,-0.0208649,0.0876024,-0.0170234,-0.00337079,0.418244,-0.10543,0.0272208,-0.0355713,0,0,0,0,0,0,0,0,0,0,0,0,2.13037,0.0684951,-0.020093,0.539172,-0.0186309,-0.00298353,0.392899,-0.0970382,0.0417236,-0.0347126,0,0,0,0,0,0,0,0,0,0,0,0,1.07764,0.0857017,0.0653754,0.783929,0.0242782,0.00465767,0.412946,0.100266,0.471734,0.0770978,0,0,0,0,0,0,0,0,0,0,0,0
40,-0.954899,-0.0738382,0.0344775,0.443665,-0.062656,-0.00143991,0.627042,0.0446573,1.36041,0.00760685,0,0,0,0,0,0,0,0,0,0,0,0,-0.926592,-0.0784599,0.0478934,0.557439,-0.0582963,-0.00260478,0.65717,0.0498543,1.29536,-0.00421452,0,0,0,0,0,0,0,0,0,0,0,0,-1.28101,-0.0938934,0.0730135,1.27457,-0.0594442,-0.00175651,0.66093,0.0524867,1.34783,-0.00960787,0,0,0,0,0,0,0,0,0,0,0,0,0.88896,0.0964173,0.0782151,0.872856,0.0255011,0.00595963,0.425809,0.133142,0.657929,0.0935373,0,0,0,0,0,0,0,0,0,0,0,0
41,2.05574,-0.00646474,-0.0101115,-0.316382,-0.0366239,-0.00587738,1.05217,0.0819524,-3.46425,0.0158548,0,0,0,0,0,0,0,0,0,0,0,0,1.93823,0.00564377,-0.0168932,-0.162398,-0.0382323,-0.00473046,1.06511,0.0565142,-3.47852,0.0153396,0,0,0,0,0,0,0,0,0,0,0,0,1.73212,0.00515745,-0.00114965,0.0128674,-0.0391159,-0.00521597,1.06538,0.0628968,-3.47662,0.0145071,0,0,0,0,0,0,0,0,0,0,0,0,0.88243,0.0964794,0.0738577,0.815229,0.0221604,0.00510685,0.42536,0.118782,0.487853,0.0943498,0,0,0,0,0,0,0,0,0,0,0,0
42,1.78178,-0.0280379,-0.0208774,-0.391436,0.0191251,-0.000416615,0.645549,-0.037271,-0.196841,-0.0250634,0,0,0,0,0,0,0,0,0,0,0,0,1.84943,-0.0358285,-0.0140223,-0.450714,0.0131043,6.66348e-06,0.818265,-0.0474373,-0.125698,-0.0281161,0,0,0,0,0,0,0,0,0,0,0,0,1.72069,-0.0158178,-0.000747334,-0.0122104,0.0179441,-0.000241274,0.735177,-0.0419993,-0.193346,-0.0240604,0,0,0,0,0,0,0,0,0,0,0,0,0.513345,0.069273,0.0729224,0.857999,0.0175955,0.00107257,0.297273,0.0184491,0.343587,0.0195656,0,0,0,0,0,0,0,0,0,0,0,0
43,-0.0511868,-0.0543793,0.0385509,-0.0798748,0.00376765,-0.0016374,0.476023,-0.0119792,-0.717968,-0.0576522,0,0,0,0,0,0,0,0,0,0,0,0,-0.0478935,-0.0524558,0.0313774,-0.155696,-0.000689771,-0.000933998,0.379588,0.00836343,-0.782655,-0.0431616,0,0,0,0,0,0,0,0,0,0,0,0,-0.0903379,-0.0511399,0.0616481,0.51838,0.00211588,-0.00111502,0.407856,0.00385262,-0.733755,-0.0520779,0,0,0,0,0,0,0,0,0,0,0,0,0.889344,0.0744768,0.0812445,0.820056,0.0218792,0.00487866,0.425376,0.103139,0.453827,0.0769975,0,0,0,0,0,0,0,0,0,0,0,0
44,-1.70636,0.0393459,-0.0290283,0.189467,0.0036467,0.00194885,-0.580798,-0.350883,-0.440715,0.00191421,0,0,0,0,0,0,0,0,0,0,0,0,-1.3861,0.0371917,-0.038408,-0.0808982,-0.000117092,0.00251696,-0.566192,-0.354876,-0.402308,0.00125529,0,0,0,0,0,0,0,0,0,0,0,0,-2.81513,0.0682818,-0.0229017,0.605426,0.000825048,0.00245479,-0.538562,-0.358547,-0.414556,0.00456793,0,0,0,0,0,0,0,0,0,0,0,0,1.0214,0.0766912,0.0661132,0.740451,0.0224728,0.00319005,0.417153,0.0568715,0.455217,0.0599393,0,0,0,0,0,0,0,0,0,0,0,0
45,1.0976,0.0182253,-0.0117313,-0.339174,-0.0336523,-0.000131905,-0.277019,-0.0899616,-2.68459,0.0604691,0,0,0,0,0,0,0,0,0,0,0,0,1.27188,0.00609381,-0.0117593,-0.322589,-0.0305416,-0.00081225,-0.297972,-0.0852159,-2.661,0.0585831,0,0,0,0,0,0,0,0,0,0,0,0,0.654481,0.0368878,-0.00816969,0.167479,-0.0303234,-0.000770645,-0.261786,-0.0922243,-2.66503,0.0622289,0,0,0,0,0,0,0,0,0,0,0,0,0.824519,0.0757507,0.0649898,0.886601,0.0222352,0.0032811,0.424378,0.0570138,0.451074,0.059948,0,0,0,0,0,0,0,0,0,0,0,0
46,-1.76246,-0.00114348,-0.0195558,-0.245224,-0.00105182,-0.0043163,-1.22922,-0.18863,-0.441712,-0.00706556,0,0,0,0,0,0,0,0,0,0,0,0,-1.8711,0.0237034,-0.0036582,-0.263265,-0.00489097,-0.00364903,-1.22957,-0.187118,-0.53871,0.014302,0,0,0,0,0,0,0,0,0,0,0,0,-2.38495,0.047667,-0.000936117,0.165178,-0.00287503,-0.00404926,-1.23336,-0.185764,-0.442646,0.000971336,0,0,0,0,0,0,0,0,0,0,0,0,0.646668,0.0864107,0.0693994,0.884287,0.0222454,0.00399106,0.408467,0.0829748,0.422928,0.0644308,0,0,0,0,0,0,0,0,0,0,0,0
47,1.66287,0.0889168,-0.0454416,0.715344,-0.0114133,5.6075e-06,1.26052,0.0985778,1.99771,-0.0052415,0,0,0,0,0,0,0,0,0,0,0,0,1.77993,0.081168,-0.0452551,0.775151,-0.0126184,-0.000186725,1.21975,0.125427,1.9992,-0.00342753,0,0,0,0,0,0,0,0,0,0,0,0,0.742644,0.102687,-0.0411309,1.35375,-0.0112,-0.000359137,1.23586,0.11561,1.98131,-0.0012938,0,0,0,0,0,0,0,0,0,0,0,0,1.34231,0.0914467,0.0707166,1.00611,0.0257759,0.00556182,0.449906,0.14046,0.66951,0.0856105,0,0,0,0,0,0,0,0,0,0,0,0
48,-1.37518,-0.0192255,-0.00220354,-0.0154733,-0.0291416,0.000810633,-0.170971,-0.0172872,-1.87138,-0.0116296,0,0,0,0,0,0,0,0,0,0,0,0,-1.31576,-0.00326356,0.00571174,0.112795,-0.0265334,-8.31253e-05,-0.171383,-0.0229707,-1.86543,0.0051165,0,0,0,0,0,0,0,0,0,0,0,0,-2.09207,-0.00062604,0.000322131,-0.00177016,-0.0286169,9.29603e-05,-0.169713,-0.0102143,-1.87534,0.000206854,0,0,0,0,0,0,0,0,0,0,0,0,1.13446,0.0948345,0.0685196,0.937448,0.0324068,0.00553917,0.527412,0.143847,0.663519,0.0967551,0,0,0,0,0,0,0,0,0,0,0,0
49,-3.01714,0.119644,-0.0319762,-0.00160232,0.000946618,0.00992371,-1.41343,0.142237,-0.71598,0.123927,0,0,0,0,0,0,0,0,0,0,0,0,-3.81948,0.133005,-0.00719471,0.360046,0.00713419,0.00943767,-1.40049,0.141529,-0.559327,0.116023,0,0,0,0,0,0,0,0,0,0,0,0,-2.67705,0.129047,0.0228246,0.260274,0.0086036,0.00934898,-1.4332,0.142938,-0.653575,0.120916,0,0,0,0,0,0,0,0,0,0,0,0,1.60339,0.0117255,0.0566284,0.514019,0.0159591,0.000785503,0.260753,0.0146418,0.368196,0.0203356,0,0,0,0,0,0,0,0,0,0,0,0
50,1.99413,0.0382602,-0.0154004,-0.109678,-0.0225804,-0.00193874,-0.00622851,0.0572912,1.09807,-0.00110396,0,0,0,0,0,0,0,0,0,0,0,0,1.82454,0.0284665,-0.0142405,0.0613001,-0.0219667,-0.00211934,0.0218937,0.0467221,1.06483,-0.0107695,0,0,0,0,0,0,0,0,0,0,0,0,1.54776,0.0382269,-0.0191301,0.289365,-0.0217779,-0.00213221,0.00141523,0.0525879,1.10019,-0.00203197,0,0,0,0,0,0,0,0,0,0,0,0,1.04349,0.100256,0.072861,0.917127,0.0255616,0.0054359,0.429842,0.139129,0.665189,0.0947039,0,0,0,0,0,0,0,0,0,0,0,0
51,-0.736463,0.0302854,-0.0222292,1.17369,0.0748978,-0.00694132,-0.71422,-0.0505929,2.71425,-0.0643629,0,0,0,0,0,0,0,0,0,0,0,0,-0.536648,0.0128766,-0.0162807,0.891995,0.0755895,-0.00688305,-0.60952,-0.0573755,2.66895,-0.0587875,0,0,0,0,0,0,0,0,0,0,0,0,-2.39004,-0.000624679,-0.09753,1.54064,0.0775255,-0.00698778,-0.696805,-0.0518678,2.74407,-0.063035,0,0,0,0,0,0,0,0,0,0,0,0,2.31442,0.0513323,0.140956,0.914034,0.0178741,0.000990904,0.287578,0.0164546,0.365403,0.0201029,0,0,0,0,0,0,0,0,0,0,0,0
52,0.119794,-0.0382458,0.0273193,0.043462,-0.00839659,0.00123171,-1.20161,0.00407157,-0.503776,-0.0151715,0,0,0,0,0,0,0,0,0,0,0,0,0.195978,-0.0427717,0.0261531,0.0815399,-0.0147769,0.00254582,-1.19356,0.00210538,-0.563133,-0.0167582,0,0,0,0,0,0,0,0,0,0,0,0,-0.0527983,-0.0893409,0.069371,1.12967,-0.0135034,0.00191894,-1.19215,-0.0112038,-0.584817,-0.0157278,0,0,0,0,0,0,0,0,0,0,0,0,0.828825,0.0990089,0.0729315,0.968477,0.0233676,0.00573861,0.430347,0.143059,0.472172,0.0891866,0,0,0,0,0,0,0,0,0,0,0,0
53,-3.53321,-0.081573,0.0755438,1.04091,0.0129869,0.000142647,-1.41376,-0.0334544,-0.304185,-0.0575843,0,0,0,0,0,0,0,0,0,0,0,0,-3.44603,-0.115743,0.0702771,0.876527,0.0138549,-0.00039514,-1.35496,-0.0418823,-0.300928,-0.0535945,0,0,0,0,0,0,0,0,0,0,0,0,-3.73376,-0.0618927,0.0785626,0.899999,0.0151655,-0.000572991,-1.31785,-0.0513743,-0.314612,-0.0497581,0,0,0,0,0,0,0,0,0,0,0,0,0.633409,0.053091,0.0418056,0.481651,0.0211051,0.00402177,0.423876,0.0928964,0.441153,0.0814252,0,0,0,0,0,0,0,0,0,0,0,0
54,-0.809189,-0.024808,0.0136697,-0.175529,-0.0021945,0.000377854,-0.599797,-0.115724,0.607312,0.00706521,0,0,0,0,0,0,0,0,0,0,0,0,-0.700148,-0.0146522,0.0142852,-0.196999,-0.000739632,0.00109124,-0.533831,-0.117361,0.558636,-0.00559135,0,0,0,0,0,0,0,0,0,0,0,0,-1.2152,-0.0280864,0.0173654,0.0267066,0.00205111,0.000335772,-0.573521,-0.10705,0.525046,0.000332607,0,0,0,0,0,0,0,0,0,0,0,0,0.91306,0.097326,0.0779104,0.915948,0.0285274,0.00565816,0.417619,0.139651,0.634495,0.100457,0,0,0,0,0,0,0,0,0,0,0,0
55,0.899827,0.00933889,-0.00975515,-0.107244,-0.000823632,-0.00163354,-0.323862,0.0589048,0.0182825,0.00462574,0,0,0,0,0,0,0,0,0,0,0,0,1.06363,-0.000688973,-0.0049113,-0.107615,-0.00237745,-0.00124799,-0.329451,0.0579939,-0.0425487,-0.00594533,0,0,0,0,0,0,0,0,0,0,0,0,0.56734,0.00594401,-0.00276364,0.0167944,-0.00333007,-0.0012967,-0.316595,0.0638244,0.0299854,-0.00291694,0,0,0,0,0,0,0,0,0,0,0,0,1.07572,0.097213,0.0763029,0.882387,0.0241811,0.00551432,0.451169,0.131866,0.645661,0.0884277,0,0,0,0,0,0,0,0,0,0,0,0
56,-2.28283,-0.0109663,0.00560572,-0.241643,0.0153895,-0.00628321,1.70686,0.0274832,0.713248,-0.139279,0,0,0,0,0,0,0,0,0,0,0,0,-2.26569,-0.0403224,-0.00476472,-0.442496,0.00715002,-0.00562366,1.7472,0.0204277,0.707324,-0.136079,0,0,0,0,0,0,0,0,0,0,0,0,-2.33768,-0.0194556,0.0113422,-0.00722275,0.0113658,-0.0059234,1.64785,0.0301171,0.675761,-0.134109,0,0,0,0,0,0,0,0,0,0,0,0,0.44437,0.0745582,0.0580483,0.804413,0.0174316,0.00138478,0.328222,0.0264213,0.390575,0.0302964,0,0,0,0,0,0,0,0,0,0,0,0
57,-2.58989,-0.0423146,-0.00614969,-0.204779,-0.0677916,0.00245494,0.249129,-0.119167,0.661856,-0.00384375,0,0,0,0,0,0,0,0,0,0,0,0,-2.72244,-0.0365199,-0.0171539,-0.333226,-0.0618463,0.00165073,0.37027,-0.134162,0.598983,0.00325139,0,0,0,0,0,0,0,0,0,0,0,0,-3.21296,0.0171521,0.00392195,0.0124572,-0.0618882,0.00158693,0.370744,-0.134032,0.668381,-0.00602909,0,0,0,0,0,0,0,0,0,0,0,0,0.577338,0.0830906,0.0580306,0.840391,0.0214992,0.00292447,0.394901,0.0519616,0.398419,0.0499773,0,0,0,0,0,0,0,0,0,0,0,0
58,3.70217,-0.00735458,-0.0163158,-0.302143,0.0258597,0.0027543,-0.304501,-0.118813,-2.7783,0.0553988,0,0,0,0,0,0,0,0,0,0,0,0,3.69469,-0.01611,-0.0122546,-0.295684,0.0301607,0.00244634,-0.303149,-0.118412,-2.82387,0.0601817,0,0,0,0,0,0,0,0,0,0,0,0,3.49428,0.00282877,-0.00971299,0.043338,0.0266555,0.00282779,-0.294446,-0.120578,-2.80141,0.0608954,0,0,0,0,0,0,0,0,0,0,0,0,0.843787,0.0881446,0.0745913,0.901573,0.0213914,0.00223278,0.356036,0.0370377,0.411694,0.044884,0,0,0,0,0,0,0,0,0,0,0,0
59,-0.038672,-0.0530376,0.0144262,-0.417963,0.0259152,-1.08363e-05,0.198427,-0.0393841,1.4115,-0.00245815,0,0,0,0,0,0,0,0,0,0,0,0,-0.00994038,-0.0626903,0.0151035,-0.455274,0.0228929,4.00139e-05,0.287059,-0.0450682,1.5352,-0.0104507,0,0,0,0,0,0,0,0,0,0,0,0,-0.0987925,-0.0379941,0.0328863,0.145359,0.0224898,0.000134531,0.217318,-0.0408894,1.42618,-0.00186329,0,0,0,0,0,0,0,0,0,0,0,0,0.60317,0.0913582,0.0712835,0.842168,0.020358,0.00161064,0.409174,0.0343766,0.377714,0.0287508,0,0,0,0,0,0,0,0,0,0,0,0
60,-0.719908,0.0353949,-0.0200484,-0.161857,0.0159504,0.000677386,-0.302363,-0.00328773,-0.730045,0.0109043,0,0,0,0,0,0,0,0,0,0,0,0,-0.490286,0.00630606,-0.0215057,-0.0488355,0.0156147,3.22823e-05,-0.287699,-0.0074833,-0.741864,0.00414272,0,0,0,0,0,0,0,0,0,0,0,0,-1.52845,0.0678714,-0.0064603,0.341036,0.0127786,0.00076728,-0.277296,-0.0080453,-0.749492,0.00743951,0,0,0,0,0,0,0,0,0,0,0,0,0.917388,0.0867693,0.0633456,0.810905,0.0229002,0.00432917,0.368544,0.0752364,0.42339,0.0735023,0,0,0,0,0,0,0,0,0,0,0,0
61,2.72295,0.0462747,-0.0539931,0.281482,-0.0103318,-0.000454583,-0.644505,0.0516356,0.999886,-0.0372882,0,0,0,0,0,0,0,0,0,0,0,0,2.61567,0.0462482,-0.0512313,0.351062,-0.0152338,-0.000216944,-0.711707,0.059487,0.953591,-0.0332088,0,0,0,0,0,0,0,0,0,0,0,0,1.64828,0.0614156,-0.037954,0.850327,-0.014627,-0.000186434,-0.625505,0.0512818,1.00968,-0.0388997,0,0,0,0,0,0,0,0,0,0,0,0,1.27259,0.0669119,0.0635904,0.802825,0.0226774,0.00278917,0.375476,0.0441625,0.408766,0.0547235,0,0,0,0,0,0,0,0,0,0,0,0
62,-0.946811,-0.00732737,0.0100956,0.128481,0.0103849,0.00102997,-0.105443,-0.0298266,-0.991002,-0.00140193,0,0,0,0,0,0,0,0,0,0,0,0,-1.16148,-0.000747218,-0.000849042,-0.00447329,0.0115629,0.000395162,-0.130746,-1.37579e-05,-1.01237,-0.00433968,0,0,0,0,0,0,0,0,0,0,0,0,-1.78344,-0.000442177,0.000227065,-0.00125826,0.00941488,6.58714e-05,-0.131589,-0.00752016,-1.01599,0.00015655,0,0,0,0,0,0,0,0,0,0,0,0,1.12942,0.104995,0.0839321,0.898522,0.0290878,0.0056161,0.526659,0.146268,0.620154,0.0959381,0,0,0,0,0,0,0,0,0,0,0,0
63,-1.68625,-0.0611121,0.149743,2.25046,0.0260955,0.00401803,0.336875,-0.0542512,-0.547639,-0.032804,0,0,0,0,0,0,0,0,0,0,0,0,-1.74005,-0.0640822,0.172721,2.00292,0.0253486,0.00405912,0.249064,-0.0444711,-0.542126,-0.047284,0,0,0,0,0,0,0,0,0,0,0,0,-2.34857,-0.0375455,0.163745,1.99369,0.0248011,0.0038206,0.270229,-0.0441853,-0.545329,-0.0426821,0,0,0,0,0,0,0,0,0,0,0,0,0.973354,0.0703766,0.0640655,0.52978,0.0207194,0.00485724,0.476468,0.108982,0.415086,0.0821481,0,0,0,0,0,0,0,0,0,0,0,0
64,-0.927197,-0.0144135,-0.0140666,-0.0493469,0.003411,0.0058852,0.756802,-0.0603234,-4.30697,0.131809,0,0,0,0,0,0,0,0,0,0,0,0,-0.884011,-0.00545103,-0.0120542,-0.444453,0.0014173,0.00598598,0.797288,-0.0638907,-4.28762,0.129833,0,0,0,0,0,0,0,0,0,0,0,0,-0.986394,0.0116757,0.00151914,0.0138548,0.00123467,0.0060738,0.804876,-0.0642876,-4.31415,0.129595,0,0,0,0,0,0,0,0,0,0,0,0,0.739462,0.0875478,0.0658301,0.893121,0.0178283,0.0021386,0.355744,0.0369539,0.408667,0.0445172,0,0,0,0,0,0,0,0,0,0,0,0
65,-1.99622,-0.0318226,0.0189363,-0.264414,0.032702,0.000592467,1.92342,-0.0115059,0.493995,0.0115999,0,0,0,0,0,0,0,0,0,0,0,0,-2.10089,-0.0298633,0.00163406,-0.225892,0.0359948,0.0017961,1.85902,-0.000950206,0.491793,-0.00955431,0,0,0,0,0,0,0,0,0,0,0,0,-2.46329,-0.0320167,0.0200922,0.0502092,0.0358451,0.00075717,1.85874,0.0112236,0.482196,0.000472315,0,0,0,0,0,0,0,0,0,0,0,0,0.624547,0.0889058,0.0723011,0.842861,0.0261968,0.0057833,0.417445,0.140698,0.624177,0.0901612,0,0,0,0,0,0,0,0,0,0,0,0
66,0.932098,-0.0156037,0.00366682,0.00242171,0.0565226,0.000816803,-0.372922,-0.0135814,-2.06824,-0.0043037,0,0,0,0,0,0,0,0,0,0,0,0,0.844234,-0.00167318,-0.0124846,-0.0359303,0.0538473,-0.000826102,-0.386167,-4.48853e-05,-2.13188,-0.00829874,0,0,0,0,0,0,0,0,0,0,0,0,0.379841,-0.000280332,0.000143618,-0.000802176,0.0575183,4.17166e-05,-0.420725,-0.00781166,-2.06099,0.000206454,0,0,0,0,0,0,0,0,0,0,0,0,1.28338,0.106523,0.0847742,0.891845,0.0304731,0.00575313,0.498241,0.156026,0.590799,0.0917346,0,0,0,0,0,0,0,0,0,0,0,0
67,-0.161261,-0.0144161,-0.00336903,-0.361627,-0.0115488,-0.00389444,1.19441,0.138394,-1.9755,-0.0670131,0,0,0,0,0,0,0,0,0,0,0,0,-0.201965,-0.0166338,-0.00529915,-0.383365,-0.0149676,-0.00371413,1.18999,0.138679,-2.06456,-0.0606229,0,0,0,0,0,0,0,0,0,0,0,0,-0.200159,0.00228615,0.00963246,-0.0198262,-0.0115899,-0.00385912,1.17179,0.139625,-2.10014,-0.059065,0,0,0,0,0,0,0,0,0,0,0,0,0.593529,0.0965099,0.0680539,0.804256,0.0190786,0.0011761,0.300669,0.017748,0.379669,0.0211273,0,0,0,0,0,0,0,0,0,0,0,0
68,-2.01261,-0.0341506,0.0372663,-0.083487,0.0784039,0.00210787,0.213021,0.131558,1.41073,0.00425786,0,0,0,0,0,0,0,0,0,0,0,0,-1.90715,-0.0439604,0.0362192,-0.130128,0.0739208,0.00238963,0.250338,0.131874,1.20823,0.0180292,0,0,0,0,0,0,0,0,0,0,0,0,-1.6969,-0.00204869,0.0849771,0.283709,0.0739346,0.00242854,0.238858,0.13123,1.22711,0.0167925,0,0,0,0,0,0,0,0,0,0,0,0,0.576581,0.0586417,0.0731736,0.735631,0.0172853,0.00108167,0.347805,0.0237097,0.501817,0.0309558,0,0,0,0,0,0,0,0,0,0,0,0
69,1.66521,0.00784579,-0.0096284,-0.095904,-0.016017,-0.00177358,-0.443792,-0.01095,-0.0125304,0.0104975,0,0,0,0,0,0,0,0,0,0,0,0,1.65035,0.00962509,-0.0031629,-0.143317,-0.0167468,-0.00118166,-0.458304,-0.0264002,-0.0913929,0.0351285,0,0,0,0,0,0,0,0,0,0,0,0,1.22455,0.0134613,-0.00736604,0.064482,-0.0172532,-0.00161537,-0.454005,0.000749404,-0.0169123,0.021672,0,0,0,0,0,0,0,0,0,0,0,0,1.01833,0.0965736,0.0782098,0.852062,0.0225819,0.00580516,0.431586,0.134954,0.428512,0.0856323,0,0,0,0,0,0,0,0,0,0,0,0
70,0.907315,-0.030163,0.00192364,-0.253698,0.0531639,-0.00280175,1.18673,0.14281,-2.13054,-0.0457071,0,0,0,0,0,0,0,0,0,0,0,0,0.901629,-0.0211639,-0.00380688,-0.317475,0.0611771,-0.00325363,1.16719,0.144983,-2.11401,-0.0461336,0,0,0,0,0,0,0,0,0,0,0,0,0.803044,-0.0139761,0.00513642,-0.0159756,0.0570384,-0.00297551,1.1855,0.142984,-2.14728,-0.0437924,0,0,0,0,0,0,0,0,0,0,0,0,0.538956,0.0721141,0.0776501,0.89976,0.0198324,0.00117683,0.286848,0.0165723,0.314525,0.018996,0,0,0,0,0,0,0,0,0,0,0,0
71,0.926706,0.0135768,-0.0201473,-0.198946,0.0353029,0.000296507,0.189973,-0.0537969,4.59699,0.0028041,0,0,0,0,0,0,0,0,0,0,0,0,0.935902,-0.00107057,-0.0102074,-0.0856389,0.0325415,-0.000192,0.151781,-0.0321474,4.64417,0.00907643,0,0,0,0,0,0,0,0,0,0,0,0,0.499805,0.0259652,-0.0136072,0.162326,0.0340071,0.000453828,0.157381,-0.0389718,4.60135,0.000426307,0,0,0,0,0,0,0,0,0,0,0,0,1.09714,0.0929244,0.0730628,0.926603,0.0261301,0.00596455,0.436365,0.155216,0.615658,0.0961541,0,0,0,0,0,0,0,0,0,0,0,0
72,-2.66692,-0.0147212,-0.00211648,-0.0423121,-0.02161,-0.000104776,0.658469,-0.0337988,-2.57915,-0.000816606,0,0,0,0,0,0,0,0,0,0,0,0,-2.49311,-0.0187487,-0.0100561,-0.0114186,-0.0162867,-0.000200724,0.786845,-0.0409177,-2.58453,-0.00621906,0,0,0,0,0,0,0,0,0,0,0,0,-3.46614,-0.000748385,0.000292725,-0.000777703,-0.0194816,0.000147085,0.761181,-0.00842546,-2.60435,0.000722398,0,0,0,0,0,0,0,0,0,0,0,0,1.27403,0.0971545,0.0834148,0.971203,0.0321643,0.00544036,0.559443,0.1396,0.624109,0.100682,0,0,0,0,0,0,0,0,0,0,0,0
73,1.39235,0.000999507,-0.018577,-0.14486,-0.018526,0.00727715,0.609327,0.11223,0.65322,0.00931959,0,0,0,0,0,0,0,0,0,0,0,0,1.32744,-0.00417046,-0.0389822,-0.197726,-0.0182572,0.00726202,0.635803,0.107359,0.659516,0.0105397,0,0,0,0,0,0,0,0,0,0,0,0,0.984961,0.0281092,-0.00745813,0.127023,-0.0160575,0.0069734,0.63104,0.109995,0.66315,0.00886921,0,0,0,0,0,0,0,0,0,0,0,0,0.797183,0.088005,0.0665825,0.841813,0.0252673,0.00321653,0.390088,0.0488923,0.464137,0.0636654,0,0,0,0,0,0,0,0,0,0,0,0
74,-3.46622,-0.0101451,0.00198562,-0.0223485,0.00120212,0.000322155,-0.00276469,-0.0214771,2.19798,0.0153437,0,0,0,0,0,0,0,0,0,0,0,0,-3.40211,-0.0135139,0.00310435,0.157314,0.0049305,2.69183e-05,0.0569248,0.0159515,2.19836,-0.00712428,0,0,0,0,0,0,0,0,0,0,0,0,-4.19709,-0.000393146,0.000201228,-0.00110537,0.00114936,5.86229e-05,0.0110231,-0.00472928,2.25636,8.50625e-05,0,0,0,0,0,0,0,0,0,0,0,0,1.39462,0.0922613,0.076884,0.891822,0.0329427,0.00619474,0.514256,0.162077,0.705993,0.0950004,0,0,0,0,0,0,0,0,0,0,0,0
