id,eta_b01_SAEM,eta_b11_SAEM,eta_b21_SAEM,eta_a1_SAEM,eta_b02_SAEM,eta_b12_SAEM,eta_p1_SAEM,eta_g1_SAEM,eta_p2_SAEM,eta_g2_SAEM,eta_alpha11_SAEM,eta_alpha12_SAEM,eta_alpha21_SAEM,eta_alpha22_SAEM,eta_b01_mean,eta_b11_mean,eta_b21_mean,eta_a1_mean,eta_b02_mean,eta_b12_mean,eta_p1_mean,eta_g1_mean,eta_p2_mean,eta_g2_mean,eta_alpha11_mean,eta_alpha12_mean,eta_alpha21_mean,eta_alpha22_mean,eta_b01_mode,eta_b11_mode,eta_b21_mode,eta_a1_mode,eta_b02_mode,eta_b12_mode,eta_p1_mode,eta_g1_mode,eta_p2_mode,eta_g2_mode,eta_alpha11_mode,eta_alpha12_mode,eta_alpha21_mode,eta_alpha22_mode,eta_b01_sd,eta_b11_sd,eta_b21_sd,eta_a1_sd,eta_b02_sd,eta_b12_sd,eta_p1_sd,eta_g1_sd,eta_p2_sd,eta_g2_sd,eta_alpha11_sd,eta_alpha12_sd,eta_alpha21_sd,eta_alpha22_sd
62,-1.17311,-0.00719464,0.00939352,-0.0478726,0.0149852,0.000130818,0,0,0,0,0,0,0,0,-1.03372,0.000463506,-0.000599453,0.0950186,0.0157521,0.000280213,0,0,0,0,0,0,0,0,-1.80109,-0.00350855,0.00249963,-0.00795185,0.0150619,0.000307599,0,0,0,0,0,0,0,0,1.07808,0.0923986,0.0885807,0.835075,0.0328002,0.00540551,0,0,0,0,0,0,0,0
63,-1.7356,-0.0497641,0.195615,1.86583,0.0225227,0.00359723,0,0,0,0,0,0,0,0,-1.3066,-0.0502948,0.175606,2.00769,0.0249347,0.00341773,0,0,0,0,0,0,0,0,-2.30276,-0.0287291,0.202856,1.69552,0.0232174,0.00375273,0,0,0,0,0,0,0,0,1.30363,0.0683372,0.0418631,0.398204,0.0239086,0.00552993,0,0,0,0,0,0,0,0
64,-0.976273,-0.0101345,-0.0189619,-0.12654,0.000505483,0.00605419,0,0,0,0,0,0,0,0,-0.799751,-0.0159443,-0.00960725,-0.254775,0.004842,0.00526044,0,0,0,0,0,0,0,0,-0.945396,0.00927602,0.00238699,0.00644559,-0.000172224,0.0060689,0,0,0,0,0,0,0,0,0.888413,0.0833128,0.0779101,0.754461,0.0223273,0.00241923,0,0,0,0,0,0,0,0
65,-1.94529,-0.0263666,0.00241934,-0.242271,0.0401467,0.00119576,0,0,0,0,0,0,0,0,-2.06206,-0.0425074,0.0181777,-0.186344,0.0371926,0.000729271,0,0,0,0,0,0,0,0,-2.41285,-0.0354256,0.0279734,0.0639677,0.0384036,0.0010115,0,0,0,0,0,0,0,0,0.619353,0.101932,0.0820861,0.782704,0.0273829,0.00558886,0,0,0,0,0,0,0,0
66,0.640732,-0.0108438,0.00944086,-0.025612,0.0585569,0.000292163,0,0,0,0,0,0,0,0,0.549745,-0.0328643,-0.00949784,0.0818075,0.0644365,0.000408635,0,0,0,0,0,0,0,0,0.3039,-0.00406764,0.00290231,-0.00895578,0.0632235,0.000283441,0,0,0,0,0,0,0,0,1.009,0.101664,0.097845,0.918799,0.0330945,0.00601462,0,0,0,0,0,0,0,0
67,0.00358952,-0.0269575,-0.0022493,-0.333506,-0.0163731,-0.00393149,0,0,0,0,0,0,0,0,-0.0872901,-0.0181772,-0.00154834,-0.409105,-0.0100585,-0.00427041,0,0,0,0,0,0,0,0,-0.134869,-0.00201412,0.0119629,-0.0171364,-0.0121921,-0.00412705,0,0,0,0,0,0,0,0,0.544764,0.0932988,0.0718428,0.773365,0.0144957,0.000864581,0,0,0,0,0,0,0,0
68,-1.91714,-0.049084,0.0492632,-0.401227,0.0676266,0.00259724,0,0,0,0,0,0,0,0,-1.84341,-0.0366031,0.0487385,-0.239766,0.0725869,0.00226667,0,0,0,0,0,0,0,0,-1.62557,0.00550459,0.098475,0.199755,0.0723036,0.00223977,0,0,0,0,0,0,0,0,0.525652,0.068696,0.075559,0.740248,0.0213646,0.00124275,0,0,0,0,0,0,0,0
69,1.6766,-0.000135089,-0.00982815,-0.132038,-0.0160521,-0.000139585,0,0,0,0,0,0,0,0,1.45854,0.0105062,-0.00155364,-0.256577,-0.0145478,0.000167294,0,0,0,0,0,0,0,0,1.17292,0.00802484,-0.00618586,0.0307409,-0.0146051,-0.000937884,0,0,0,0,0,0,0,0,0.948291,0.0999286,0.0859676,0.812887,0.0234104,0.00481737,0,0,0,0,0,0,0,0
70,1.0384,-0.0354921,-0.00199464,-0.336689,0.0560637,-0.00325582,0,0,0,0,0,0,0,0,0.802382,-0.0181489,-0.0261108,-0.146734,0.0500963,-0.00287655,0,0,0,0,0,0,0,0,0.82791,-0.0133383,0.00470795,-0.0142611,0.0564883,-0.00325192,0,0,0,0,0,0,0,0,0.54158,0.0715685,0.0768692,0.834093,0.0176361,0.000932677,0,0,0,0,0,0,0,0
71,0.868079,0.0185787,-0.0135616,-0.0700998,0.0374603,0.000529115,0,0,0,0,0,0,0,0,0.845503,0.0116203,-0.0165922,0.00864113,0.0355977,0.000803,0,0,0,0,0,0,0,0,0.457011,0.0223955,-0.0147372,0.113335,0.0375881,0.000834797,0,0,0,0,0,0,0,0,1.01635,0.0938795,0.082417,0.765961,0.0252412,0.00576982,0,0,0,0,0,0,0,0
72,-2.62405,-0.00292847,-0.00017396,-0.00231898,-0.0164078,0.000897567,0,0,0,0,0,0,0,0,-2.74929,0.00139809,-0.0071237,0.0185366,-0.0149516,0.000556714,0,0,0,0,0,0,0,0,-3.44024,-0.00209678,0.00145393,-0.00503871,-0.0141195,0.000285807,0,0,0,0,0,0,0,0,1.13265,0.0965058,0.0882295,0.782284,0.0322979,0.00520189,0,0,0,0,0,0,0,0
73,1.44433,-0.00685605,-0.0209276,-0.308823,-0.0151328,0.00695883,0,0,0,0,0,0,0,0,1.28547,0.0152924,-0.017744,-0.180307,-0.015427,0.00677654,0,0,0,0,0,0,0,0,0.988033,0.027294,-0.0091655,0.105659,-0.0172561,0.00701731,0,0,0,0,0,0,0,0,0.830927,0.076628,0.0745591,0.834397,0.0201032,0.00264761,0,0,0,0,0,0,0,0
74,-3.56339,0.00284292,0.00765382,-0.10215,0.00471582,-6.78589e-05,0,0,0,0,0,0,0,0,-3.67979,-0.00446035,-0.00169489,0.0142044,0.00859108,0.000896379,0,0,0,0,0,0,0,0,-4.16598,-0.00188119,0.00132575,-0.00460264,0.00684886,0.000211812,0,0,0,0,0,0,0,0,1.03702,0.0977042,0.0933118,0.847069,0.0318416,0.00535086,0,0,0,0,0,0,0,0
75,-0.281159,0.0176948,-0.0454241,0.217077,0.0585464,-0.00373872,0,0,0,0,0,0,0,0,-0.19166,-0.00912363,-0.0720823,0.213173,0.0596606,-0.0038613,0,0,0,0,0,0,0,0,-0.761056,0.0309254,-0.0499825,0.534422,0.0602611,-0.00392721,0,0,0,0,0,0,0,0,0.589272,0.0607787,0.0691377,0.765445,0.0182034,0.00107348,0,0,0,0,0,0,0,0
76,-0.831158,0.0663349,-0.0017439,-0.150243,-0.0186277,0.0049171,0,0,0,0,0,0,0,0,-0.870088,0.0549568,0.000927998,-0.0938999,-0.0278848,0.00629019,0,0,0,0,0,0,0,0,-2.0986,0.112243,0.0188776,0.189024,-0.0219873,0.00553041,0,0,0,0,0,0,0,0,1.17272,0.09692,0.0631478,0.680805,0.0226309,0.0025635,0,0,0,0,0,0,0,0
77,-0.636486,0.00625353,0.00537824,0.0411261,0.0448766,0.000416288,0,0,0,0,0,0,0,0,-0.492092,-0.00919186,0.0115391,0.0406202,0.0428666,0.000616566,0,0,0,0,0,0,0,0,-1.10662,-0.00108608,0.000758428,-0.00274554,0.0434445,0.000143915,0,0,0,0,0,0,0,0,1.09575,0.094907,0.0887447,0.893321,0.0332265,0.00608776,0,0,0,0,0,0,0,0
78,-0.17087,0.0143727,-0.00850671,-0.00566313,-0.0158768,-0.00239332,0,0,0,0,0,0,0,0,-0.0150531,-0.0028675,-0.00495407,0.0194519,-0.0154534,-0.00207309,0,0,0,0,0,0,0,0,-0.73887,0.00932265,-0.00428557,0.0271797,-0.0161414,-0.0021215,0,0,0,0,0,0,0,0,1.307,0.104864,0.0809532,0.937584,0.0297448,0.00507064,0,0,0,0,0,0,0,0
79,-0.677581,0.0482085,-0.016294,-0.145491,0.0162389,0.00263256,0,0,0,0,0,0,0,0,-0.687466,0.0309164,-0.0199899,-0.0395146,0.0184313,0.00244331,0,0,0,0,0,0,0,0,-1.43623,0.0701497,-0.00689522,0.288746,0.0189148,0.00262091,0,0,0,0,0,0,0,0,0.966932,0.0951699,0.0821296,0.767102,0.0232823,0.0042804,0,0,0,0,0,0,0,0
80,-0.633636,0.0249869,-0.0356194,-0.122936,-0.054771,-0.00190936,0,0,0,0,0,0,0,0,-0.673717,0.0193593,-0.0354529,0.111399,-0.0584179,-0.00140259,0,0,0,0,0,0,0,0,-1.66227,0.0585739,-0.0245115,0.408676,-0.0541574,-0.00196998,0,0,0,0,0,0,0,0,1.13126,0.0736727,0.0843361,0.896464,0.0205306,0.00269274,0,0,0,0,0,0,0,0
81,2.01434,0.110795,-0.0612216,1.3873,0.0458607,0.00295112,0,0,0,0,0,0,0,0,1.84777,0.112909,-0.0763613,1.29129,0.0417909,0.00344015,0,0,0,0,0,0,0,0,1.31047,0.124501,-0.0442717,1.35494,0.0444818,0.0027144,0,0,0,0,0,0,0,0,1.16316,0.061791,0.0732618,0.525525,0.021768,0.00447135,0,0,0,0,0,0,0,0
82,-0.530698,0.0298224,-0.0265115,-0.0831168,0.0195309,0.00521747,0,0,0,0,0,0,0,0,-0.677638,0.027301,-0.0503879,-0.012536,0.0230212,0.00450015,0,0,0,0,0,0,0,0,-2.12362,0.0605193,-0.0437414,0.638845,0.0218301,0.0046795,0,0,0,0,0,0,0,0,1.06146,0.0760308,0.0689447,0.684806,0.0218105,0.00331367,0,0,0,0,0,0,0,0
83,1.09351,-0.00868853,-0.0419628,-0.0919329,-0.0347,0.00253927,0,0,0,0,0,0,0,0,1.30955,-0.00169691,-0.013072,-0.380951,-0.030792,0.00227793,0,0,0,0,0,0,0,0,0.689211,0.01375,-0.039423,0.285468,-0.032858,0.00239427,0,0,0,0,0,0,0,0,0.788725,0.0756892,0.0945137,0.745895,0.0176548,0.00109933,0,0,0,0,0,0,0,0
84,-0.319347,-0.0943801,0.0754746,0.545984,0.0258678,-0.00582283,0,0,0,0,0,0,0,0,0.00186727,-0.0973102,0.0799677,0.812865,0.0221973,-0.00449749,0,0,0,0,0,0,0,0,-0.177985,-0.0820855,0.0927011,1.01428,0.0238507,-0.00545703,0,0,0,0,0,0,0,0,0.969044,0.0712992,0.0583124,0.672685,0.0200889,0.00473707,0,0,0,0,0,0,0,0
85,1.41784,-0.035057,-0.0191454,-0.374909,0.00588134,0.00420868,0,0,0,0,0,0,0,0,1.37867,-0.0379777,-0.0222654,-0.17854,0.00548364,0.00424444,0,0,0,0,0,0,0,0,1.10491,-0.00153341,0.000605554,-0.00292445,0.00498591,0.00420246,0,0,0,0,0,0,0,0,0.774272,0.0830416,0.0714688,0.863234,0.0192318,0.00252625,0,0,0,0,0,0,0,0
86,0.0885724,-0.0104803,-0.0302026,-0.136771,0.0326334,0.0062062,0,0,0,0,0,0,0,0,-0.321551,0.0228384,-0.0474384,-0.0681712,0.0316055,0.00629722,0,0,0,0,0,0,0,0,-0.602356,0.0295417,-0.0311571,0.266959,0.0330291,0.00574234,0,0,0,0,0,0,0,0,0.904976,0.0721402,0.0882112,0.876915,0.0190948,0.00315698,0,0,0,0,0,0,0,0
87,1.22354,0.0193128,-0.0602924,0.770524,-0.0162976,0.00344894,0,0,0,0,0,0,0,0,1.73523,0.028253,-0.066945,0.0599559,-0.0162909,0.00341479,0,0,0,0,0,0,0,0,0.34539,0.058043,-0.0534973,0.806094,-0.0138367,0.00322573,0,0,0,0,0,0,0,0,0.876088,0.0681937,0.0590541,0.752772,0.0194532,0.00116135,0,0,0,0,0,0,0,0
88,-0.724497,-0.0595559,0.00790477,-0.294131,-0.024949,0.00477215,0,0,0,0,0,0,0,0,-0.667545,-0.0633417,0.0148465,-0.109267,-0.0253618,0.00491059,0,0,0,0,0,0,0,0,-0.772461,-0.0330495,0.0355161,0.083325,-0.0245442,0.00481961,0,0,0,0,0,0,0,0,0.438659,0.0709779,0.0652981,0.821743,0.016567,0.000985642,0,0,0,0,0,0,0,0
89,-0.4884,-0.0280386,0.00581931,-0.13909,0.0136858,0.00161904,0,0,0,0,0,0,0,0,-0.515072,-0.0189098,0.0179215,-0.298968,0.0155952,0.00181275,0,0,0,0,0,0,0,0,-0.886148,-0.0204781,0.0149988,-0.00461638,0.0152547,0.0012029,0,0,0,0,0,0,0,0,0.854778,0.0896304,0.0869976,0.666316,0.0255602,0.00557684,0,0,0,0,0,0,0,0
90,0.741493,0.0522627,-0.0224351,0.0461127,0.0222951,0.00239312,0,0,0,0,0,0,0,0,0.615399,0.0543492,-0.0248809,0.0943434,0.0219443,0.0031969,0,0,0,0,0,0,0,0,-0.102596,0.0839698,-0.011256,0.401027,0.0217942,0.00231365,0,0,0,0,0,0,0,0,1.13178,0.0780542,0.0771551,0.808226,0.0221134,0.00440593,0,0,0,0,0,0,0,0
91,0.679766,-0.016998,-0.0162328,-0.220814,-0.0573402,-0.00259144,0,0,0,0,0,0,0,0,0.780832,-0.013704,0.0065967,-0.267353,-0.0601815,-0.00238246,0,0,0,0,0,0,0,0,0.440346,-0.0126224,0.00965338,-0.0148851,-0.0584172,-0.00336569,0,0,0,0,0,0,0,0,0.872627,0.0815164,0.0771645,0.821761,0.0229881,0.00491292,0,0,0,0,0,0,0,0
92,2.63846,-0.023208,-0.00544218,-0.338527,-0.0552803,-0.0022535,0,0,0,0,0,0,0,0,2.7651,-0.0288176,0.0120509,-0.254134,-0.0565956,-0.00219005,0,0,0,0,0,0,0,0,2.78108,-0.0318904,0.0270784,0.0496876,-0.0537404,-0.00230998,0,0,0,0,0,0,0,0,0.638944,0.0967834,0.0707626,0.830203,0.0165694,0.0010187,0,0,0,0,0,0,0,0
93,0.204606,-0.0418898,0.00923143,-0.323806,-0.00425695,0.00346213,0,0,0,0,0,0,0,0,0.201784,-0.0308501,0.0123533,-0.363978,-0.0038406,0.00346998,0,0,0,0,0,0,0,0,0.10216,-0.038536,0.0350005,0.105301,-0.00491649,0.00356667,0,0,0,0,0,0,0,0,0.634061,0.0816132,0.0780498,0.696362,0.023016,0.00391445,0,0,0,0,0,0,0,0
94,3.04194,-0.00188567,0.00337713,-0.0439558,0.00963551,0.000542189,0,0,0,0,0,0,0,0,3.04429,-0.0110727,0.0235943,0.0420009,0.0148168,0.00055739,0,0,0,0,0,0,0,0,2.70312,-0.00358302,0.002531,-0.00805768,0.0121581,0.000397609,0,0,0,0,0,0,0,0,1.00192,0.0959197,0.0815711,0.978865,0.0320425,0.00528357,0,0,0,0,0,0,0,0
95,-1.63666,0.0231653,-0.0152136,-0.091089,0.0227638,0.00340386,0,0,0,0,0,0,0,0,-1.81155,0.00162506,-0.0469717,0.322069,0.024074,0.00344055,0,0,0,0,0,0,0,0,-3.97361,0.0451426,-0.0757205,0.973798,0.0237569,0.00335036,0,0,0,0,0,0,0,0,1.42488,0.0680174,0.0907243,0.774576,0.0208009,0.00225201,0,0,0,0,0,0,0,0
96,-0.746751,0.0149593,-0.0642845,0.340664,-0.0385849,-0.00370435,0,0,0,0,0,0,0,0,-0.248138,0.00928477,-0.0543217,-0.0606598,-0.0452318,-0.00287884,0,0,0,0,0,0,0,0,-1.63942,0.0374303,-0.0597292,0.760704,-0.0376445,-0.00369988,0,0,0,0,0,0,0,0,0.948149,0.0742557,0.0786919,0.786534,0.022402,0.00249162,0,0,0,0,0,0,0,0
97,1.3376,-0.0386805,0.00112204,-0.375772,0.0395646,-0.00948996,0,0,0,0,0,0,0,0,1.1869,-0.0273925,-0.0115869,-0.471131,0.036506,-0.00923429,0,0,0,0,0,0,0,0,1.1687,-0.0210655,0.0154924,-0.00315351,0.0361862,-0.00919886,0,0,0,0,0,0,0,0,0.597376,0.0841385,0.0789691,0.799008,0.018188,0.00134088,0,0,0,0,0,0,0,0
98,-3.16928,-0.00212913,-0.0217483,-0.409776,0.00845376,0.00341811,0,0,0,0,0,0,0,0,-3.01523,-0.0427806,-0.0290546,-0.352828,0.000643412,0.00387148,0,0,0,0,0,0,0,0,-3.45849,0.0506926,0.0348616,-0.0622438,0.00861489,0.00341171,0,0,0,0,0,0,0,0,0.282037,0.0663987,0.0639364,0.765659,0.0183837,0.00110438,0,0,0,0,0,0,0,0
99,-2.10781,-0.0343204,-0.0193257,-0.434514,0.00581635,0.00659049,0,0,0,0,0,0,0,0,-1.95026,-0.0465571,0.00352415,-0.375716,0.00487289,0.00676261,0,0,0,0,0,0,0,0,-2.31953,-0.0183209,-0.00198823,-0.0115915,0.00684572,0.00666307,0,0,0,0,0,0,0,0,0.604997,0.0775927,0.0888511,0.727734,0.0254384,0.00325347,0,0,0,0,0,0,0,0
100,0.958952,0.0210376,-0.0105957,-0.16496,-0.00416492,-0.00168012,0,0,0,0,0,0,0,0,0.907564,0.023552,-0.0147692,-0.134417,-0.00322312,-0.00142805,0,0,0,0,0,0,0,0,0.407393,0.0547676,0.00358824,0.130975,-0.00490468,-0.00127119,0,0,0,0,0,0,0,0,0.904012,0.0966797,0.0876795,0.789993,0.0234935,0.00386497,0,0,0,0,0,0,0,0
101,1.11541,-0.000998132,-0.00667731,-0.109859,0.00470939,0.000877934,0,0,0,0,0,0,0,0,1.08201,0.00354823,-0.00834451,-0.190731,0.00558901,0.000622834,0,0,0,0,0,0,0,0,0.748903,0.00866257,-0.00597626,0.0315639,0.00485341,0.000553783,0,0,0,0,0,0,0,0,1.0906,0.0992731,0.0841132,0.819013,0.0276342,0.00593069,0,0,0,0,0,0,0,0
102,0.16398,-0.0136281,0.000162573,0.0679493,-0.0116646,0.000460218,0,0,0,0,0,0,0,0,0.155353,-0.00470145,0.00552967,0.0468149,-0.0115037,-0.000283,0,0,0,0,0,0,0,0,-0.251885,-0.00196659,0.0013276,-0.00469626,-0.0124372,0.000344161,0,0,0,0,0,0,0,0,1.01832,0.0949127,0.0881217,0.881953,0.0274609,0.00509897,0,0,0,0,0,0,0,0
103,1.26161,-0.0425797,0.0193442,-0.283461,0.0638623,0.00666687,0,0,0,0,0,0,0,0,1.1586,-0.0340924,0.0172947,-0.286831,0.0674609,0.00560526,0,0,0,0,0,0,0,0,1.12521,-0.0439887,0.0442121,0.180555,0.0645192,0.00648054,0,0,0,0,0,0,0,0,0.811586,0.0935289,0.0833121,0.741884,0.0208859,0.00386624,0,0,0,0,0,0,0,0
104,-0.571157,-0.00288294,-0.00850172,-0.215311,0.020112,-0.000227243,0,0,0,0,0,0,0,0,-0.57037,-0.00653531,-0.00328329,-0.0937711,0.0189477,-0.000656501,0,0,0,0,0,0,0,0,-0.977796,-0.00618327,0.00422572,-0.0118822,0.0179867,-0.00086617,0,0,0,0,0,0,0,0,0.867835,0.0967661,0.0890554,0.781573,0.0269498,0.00553978,0,0,0,0,0,0,0,0
105,0.405284,-0.0202603,0.00287374,-0.16234,-0.0648369,-0.00358978,0,0,0,0,0,0,0,0,0.317999,-0.0293564,0.00206985,-0.0611965,-0.0643494,-0.0035001,0,0,0,0,0,0,0,0,-0.0731944,-0.0206623,0.0154441,-0.00378113,-0.0650327,-0.00353487,0,0,0,0,0,0,0,0,0.888004,0.105375,0.0845051,0.781826,0.0271511,0.00500651,0,0,0,0,0,0,0,0
106,-0.99662,-0.0877674,0.0188211,-0.0545174,0.0330708,0.00164466,0,0,0,0,0,0,0,0,-0.833901,-0.0860854,0.0221597,-0.0625458,0.0312612,0.00164644,0,0,0,0,0,0,0,0,-1.12891,-0.071055,0.035597,0.29438,0.0304444,0.00182064,0,0,0,0,0,0,0,0,0.730572,0.0829168,0.0672997,0.82349,0.0225967,0.00363242,0,0,0,0,0,0,0,0
107,-2.51805,-0.0457935,-0.00153088,-0.32812,0.0603987,0.00253076,0,0,0,0,0,0,0,0,-2.63504,-0.018399,0.0090435,-0.456139,0.0563913,0.0042489,0,0,0,0,0,0,0,0,-2.8276,-0.0252935,0.019426,0.0110021,0.0562456,0.00378687,0,0,0,0,0,0,0,0,0.494538,0.0957887,0.0873158,0.803299,0.0211898,0.0045951,0,0,0,0,0,0,0,0
108,1.58745,0.0129433,-0.0265654,-0.124807,-0.0367009,-0.00786506,0,0,0,0,0,0,0,0,1.5593,0.0202034,-0.0303123,-0.126806,-0.0281246,-0.0100424,0,0,0,0,0,0,0,0,1.02747,0.0472407,-0.0219789,0.288841,-0.0344419,-0.00846692,0,0,0,0,0,0,0,0,0.92623,0.0921936,0.0782394,0.824691,0.0203464,0.00388288,0,0,0,0,0,0,0,0
109,2.24587,0.0236391,-0.0228139,-0.0500379,0.0368458,-0.000886544,0,0,0,0,0,0,0,0,2.36869,0.0167364,-0.0191473,-0.196758,0.0375206,-0.00145177,0,0,0,0,0,0,0,0,1.80689,0.0383284,-0.019868,0.219513,0.0384373,-0.00149964,0,0,0,0,0,0,0,0,0.946938,0.0940715,0.0807066,0.792019,0.0196727,0.00459495,0,0,0,0,0,0,0,0
110,-3.04918,-0.0140471,0.006063,-0.375238,0.0878625,0.00127853,0,0,0,0,0,0,0,0,-3.00434,-0.010801,0.0109195,-0.156028,0.0871604,0.0029281,0,0,0,0,0,0,0,0,-3.40806,-0.012288,0.00875977,-0.0150404,0.0897561,0.0012751,0,0,0,0,0,0,0,0,0.690197,0.0862649,0.077598,0.790526,0.0241718,0.00585661,0,0,0,0,0,0,0,0
111,0.379913,0.00428617,-0.00645025,-0.342969,0.0117675,0.000252868,0,0,0,0,0,0,0,0,0.369782,0.0236777,0.00634132,-0.422423,0.00408578,0.00131317,0,0,0,0,0,0,0,0,-0.50553,0.0693752,0.0152753,0.0928575,0.0108608,0.000434735,0,0,0,0,0,0,0,0,0.847007,0.0957573,0.0777133,0.754127,0.018272,0.0022428,0,0,0,0,0,0,0,0
112,0.168516,-0.0131051,0.00507353,0.00266665,-0.0137468,0.00182397,0,0,0,0,0,0,0,0,0.098703,-0.0154594,-0.00278418,-0.0482458,-0.0154019,0.000950528,0,0,0,0,0,0,0,0,-0.261527,-0.00622926,0.00435927,-0.012033,-0.0157684,0.00125339,0,0,0,0,0,0,0,0,1.05285,0.0958844,0.0954532,0.928132,0.027042,0.00503498,0,0,0,0,0,0,0,0
113,-0.897475,0.0153961,-0.0183772,-0.0905271,-0.016812,-0.000947056,0,0,0,0,0,0,0,0,-1.02689,0.0216115,-0.0186852,-0.037922,-0.0234336,-0.00109302,0,0,0,0,0,0,0,0,-1.66387,0.0381734,-0.025024,0.259641,-0.0183899,-0.0010163,0,0,0,0,0,0,0,0,1.02622,0.0848729,0.0892703,0.875684,0.0235701,0.00517688,0,0,0,0,0,0,0,0
114,2.4666,-0.0451222,0.0330332,-0.0722388,0.0413335,0.00211835,0,0,0,0,0,0,0,0,2.60612,-0.0500941,0.0329507,0.0178161,0.0406808,0.0021383,0,0,0,0,0,0,0,0,2.29445,-0.0464467,0.0591037,0.292681,0.0390781,0.00208855,0,0,0,0,0,0,0,0,1.01661,0.0823996,0.0756268,0.774315,0.0230642,0.00492445,0,0,0,0,0,0,0,0
115,-0.414697,0.012918,-0.0362504,-0.126307,0.00392044,-0.00487936,0,0,0,0,0,0,0,0,-0.336452,0.00673381,-0.0234768,-0.180649,0.00228065,-0.00481195,0,0,0,0,0,0,0,0,-2.10996,0.090695,-0.0127163,0.373572,0.00726935,-0.00522048,0,0,0,0,0,0,0,0,1.10104,0.0927996,0.0726534,0.859269,0.0188815,0.00141963,0,0,0,0,0,0,0,0
116,-1.63814,-0.14115,0.114042,0.719247,-0.0783032,-0.00672714,0,0,0,0,0,0,0,0,-1.5507,-0.130981,0.108976,0.782018,-0.0873197,-0.00563177,0,0,0,0,0,0,0,0,-1.89008,-0.0945876,0.0967374,0.876915,-0.0813372,-0.00655019,0,0,0,0,0,0,0,0,0.305053,0.0410418,0.0161257,0.243831,0.0215406,0.00314052,0,0,0,0,0,0,0,0
117,-1.37294,0.0309152,-0.0766186,0.870659,-0.0416637,-0.00102636,0,0,0,0,0,0,0,0,-1.63831,0.0482137,-0.0765707,0.752756,-0.033721,-0.0015062,0,0,0,0,0,0,0,0,-2.14195,0.0517061,-0.0481265,0.98251,-0.0393729,-0.00119283,0,0,0,0,0,0,0,0,0.709251,0.0343305,0.0442497,0.456371,0.0167047,0.000995014,0,0,0,0,0,0,0,0
118,0.989048,0.00579719,-0.0577633,0.176538,-0.0250602,-0.00624768,0,0,0,0,0,0,0,0,0.909109,-0.00132421,-0.065709,0.287506,-0.0212139,-0.00683304,0,0,0,0,0,0,0,0,-0.192805,0.0157875,-0.0807483,0.90358,-0.0270767,-0.00608748,0,0,0,0,0,0,0,0,0.997886,0.0632267,0.0706082,0.972027,0.0211793,0.00197756,0,0,0,0,0,0,0,0
119,0.980393,0.0243406,-0.0278283,-0.143358,-0.00397239,0.00427918,0,0,0,0,0,0,0,0,0.859584,0.0244229,-0.0328176,0.124002,-0.00114393,0.00377404,0,0,0,0,0,0,0,0,0.11906,0.0553734,-0.0255889,0.378051,-0.00359853,0.00439198,0,0,0,0,0,0,0,0,1.04073,0.0898976,0.0801918,0.710432,0.022307,0.00453304,0,0,0,0,0,0,0,0
120,2.90965,0.0391033,-0.0703512,0.822159,0.00080633,0.000512785,0,0,0,0,0,0,0,0,3.04672,0.032406,-0.0753617,0.631316,0.002841,0.00048021,0,0,0,0,0,0,0,0,2.05368,0.0560686,-0.063035,1.03858,0.00578266,0.000237883,0,0,0,0,0,0,0,0,1.13701,0.0466636,0.0709273,0.732581,0.0154599,0.000942287,0,0,0,0,0,0,0,0
121,1.3842,-0.0233658,-0.04099,-0.152384,-0.0492527,-0.00862512,0,0,0,0,0,0,0,0,1.49727,-0.0295593,-0.0376699,-0.283589,-0.0493937,-0.00852711,0,0,0,0,0,0,0,0,1.16484,0.000814183,-0.0295162,0.125371,-0.0506811,-0.00852751,0,0,0,0,0,0,0,0,0.597483,0.0837474,0.0942769,0.754556,0.0186937,0.00116066,0,0,0,0,0,0,0,0
122,-0.573169,-0.03198,-0.0101659,-0.36156,-0.000577625,0.00382146,0,0,0,0,0,0,0,0,-0.576883,-0.0431957,-0.00902167,-0.29446,0.00299195,0.0034175,0,0,0,0,0,0,0,0,-0.81105,-0.0086557,0.0107806,-0.0159762,-0.000580111,0.0038996,0,0,0,0,0,0,0,0,0.638472,0.0868318,0.0704688,0.714099,0.0231074,0.0036308,0,0,0,0,0,0,0,0
123,-2.46109,-0.0273476,-0.0540656,-0.259483,-0.0465426,0.00773687,0,0,0,0,0,0,0,0,-2.62422,-0.00669693,-0.0533777,-0.261036,-0.039661,0.00734855,0,0,0,0,0,0,0,0,-2.67449,0.0084747,-0.0119257,0.0599695,-0.0458476,0.00769194,0,0,0,0,0,0,0,0,0.340581,0.0756864,0.0704584,0.630307,0.0157574,0.000881972,0,0,0,0,0,0,0,0
124,0.708668,0.0306962,-0.0161507,-0.264767,0.0948311,-0.00928988,0,0,0,0,0,0,0,0,0.819783,0.0172621,-0.018946,-0.205624,0.0958221,-0.00928695,0,0,0,0,0,0,0,0,0.00549943,0.0673394,0.000661911,0.192766,0.0973642,-0.00948011,0,0,0,0,0,0,0,0,0.894906,0.0780747,0.0713438,0.883136,0.0201453,0.00189467,0,0,0,0,0,0,0,0
