id,eta_b01_SAEM,eta_b11_SAEM,eta_b21_SAEM,eta_a1_SAEM,eta_p1_SAEM,eta_g1_SAEM,eta_p2_SAEM,eta_g2_SAEM,eta_alpha11_SAEM,eta_alpha21_SAEM,eta_b01_mean,eta_b11_mean,eta_b21_mean,eta_a1_mean,eta_p1_mean,eta_g1_mean,eta_p2_mean,eta_g2_mean,eta_alpha11_mean,eta_alpha21_mean,eta_b01_mode,eta_b11_mode,eta_b21_mode,eta_a1_mode,eta_p1_mode,eta_g1_mode,eta_p2_mode,eta_g2_mode,eta_alpha11_mode,eta_alpha21_mode,eta_b01_sd,eta_b11_sd,eta_b21_sd,eta_a1_sd,eta_p1_sd,eta_g1_sd,eta_p2_sd,eta_g2_sd,eta_alpha11_sd,eta_alpha21_sd
92,2.67286,-0.00984747,0.00021699,-0.40875,0,0,0,0,0,0,2.54978,0.000219527,-0.014719,-0.27924,0,0,0,0,0,0,2.76092,-0.028475,0.0230679,0.0368216,0,0,0,0,0,0,0.691174,0.0787764,0.084419,0.89194,0,0,0,0,0,0
93,0.156821,-0.0344901,0.0162453,-0.400639,0,0,0,0,0,0,0.197227,-0.0366261,0.00959719,-0.232217,0,0,0,0,0,0,0.0602823,-0.0368776,0.0347775,0.152989,0,0,0,0,0,0,0.848283,0.0853342,0.088375,1.0372,0,0,0,0,0,0
94,2.99541,-0.0126617,-0.00343493,0.00319088,0,0,0,0,0,0,2.85558,-0.00398679,0.00516139,0.0111763,0,0,0,0,0,0,2.72323,-0.00336689,0.00240166,-0.0142773,0,0,0,0,0,0,0.971575,0.103099,0.0930545,1.00962,0,0,0,0,0,0
95,-1.30019,-0.0213949,-0.0276556,-0.0771861,0,0,0,0,0,0,-1.38893,-0.00878619,-0.0365468,-0.0964641,0,0,0,0,0,0,-3.98052,0.0277852,-0.072687,1.2688,0,0,0,0,0,0,1.00242,0.0708339,0.0849559,1.1652,0,0,0,0,0,0
96,-0.267938,0.00275825,-0.0549792,0.109115,0,0,0,0,0,0,-0.276511,0.00514537,-0.050419,0.0437262,0,0,0,0,0,0,-1.71192,0.0226568,-0.0601804,1.06031,0,0,0,0,0,0,1.10669,0.0734036,0.0797469,1.04412,0,0,0,0,0,0
97,1.2589,-0.0361223,-0.00904755,-0.481925,0,0,0,0,0,0,1.33876,-0.030041,0.0141923,-0.382505,0,0,0,0,0,0,1.15991,-0.0199274,0.014929,-0.0159194,0,0,0,0,0,0,0.565403,0.0891267,0.0778907,0.932585,0,0,0,0,0,0
98,-3.09033,-0.00540205,-0.00717759,-0.459968,0,0,0,0,0,0,-3.04664,-0.0204047,-0.0114587,-0.531528,0,0,0,0,0,0,-3.48661,0.0466763,0.0216046,-0.0660557,0,0,0,0,0,0,0.278019,0.0628868,0.0690436,1.07852,0,0,0,0,0,0
99,-2.16826,-0.0328897,-0.0134124,-0.42356,0,0,0,0,0,0,-1.9413,-0.0220302,0.0108855,-0.334399,0,0,0,0,0,0,-2.29486,-0.0188218,0.00186634,-0.0265225,0,0,0,0,0,0,0.71201,0.069302,0.0797361,1.11694,0,0,0,0,0,0
100,0.942521,0.0234345,-0.0178371,-0.308257,0,0,0,0,0,0,0.930765,0.0221797,-0.00975244,-0.213339,0,0,0,0,0,0,0.412572,0.0512601,0.0014109,0.237763,0,0,0,0,0,0,0.859269,0.0829173,0.0746903,0.933176,0,0,0,0,0,0
101,1.1368,-0.00692805,-0.00523645,-0.213195,0,0,0,0,0,0,1.0796,-0.00932397,-0.00971667,-0.198306,0,0,0,0,0,0,0.769018,0.00671914,-0.00503224,0.0436984,0,0,0,0,0,0,0.967601,0.0940618,0.088962,0.918576,0,0,0,0,0,0
102,0.263598,-0.0124045,0.00495353,-0.0760266,0,0,0,0,0,0,0.112969,-0.0110494,0.00698248,-0.000198092,0,0,0,0,0,0,-0.260398,-0.00180921,0.00125516,-0.00813375,0,0,0,0,0,0,1.0108,0.0955929,0.0917268,1.05341,0,0,0,0,0,0
103,1.17277,-0.0484098,0.0122983,-0.364061,0,0,0,0,0,0,1.30417,-0.0471512,0.0184118,-0.365234,0,0,0,0,0,0,1.09372,-0.0429008,0.0444832,0.284734,0,0,0,0,0,0,0.844109,0.089829,0.0840471,0.895547,0,0,0,0,0,0
104,-0.679436,-0.00138027,-0.00637395,-0.266503,0,0,0,0,0,0,-0.574953,-0.00640706,0.00549426,-0.379769,0,0,0,0,0,0,-0.986251,-0.00490448,0.00343525,-0.0191492,0,0,0,0,0,0,0.849453,0.0831718,0.0800635,0.968345,0,0,0,0,0,0
105,0.391889,0.00132223,0.00272302,-0.261174,0,0,0,0,0,0,0.355676,0.00685536,-0.00261591,-0.297339,0,0,0,0,0,0,-0.0407675,-0.0129307,0.0106507,-0.0295608,0,0,0,0,0,0,1.00234,0.0976358,0.0832329,1.14369,0,0,0,0,0,0
106,-1.09246,-0.0562455,0.0285563,-0.266759,0,0,0,0,0,0,-1.0411,-0.0651325,0.032521,-0.206712,0,0,0,0,0,0,-1.17177,-0.064037,0.03733,0.426419,0,0,0,0,0,0,0.679036,0.0809879,0.0654851,0.977321,0,0,0,0,0,0
107,-2.6083,-0.040866,0.00714626,-0.458463,0,0,0,0,0,0,-2.59287,-0.0277434,0.00993817,-0.399366,0,0,0,0,0,0,-2.85568,-0.0239995,0.0191468,0.00528514,0,0,0,0,0,0,0.488786,0.0847159,0.0840489,1.0359,0,0,0,0,0,0
108,1.66713,0.0305841,-0.0221974,-0.114354,0,0,0,0,0,0,1.75562,0.0229319,-0.0158822,-0.22789,0,0,0,0,0,0,1.05699,0.0450279,-0.0200255,0.45056,0,0,0,0,0,0,0.971572,0.0927292,0.0779488,0.892075,0,0,0,0,0,0
109,2.36801,0.0128414,-0.0162807,-0.184467,0,0,0,0,0,0,2.23908,0.0221034,-0.0248151,-0.102887,0,0,0,0,0,0,1.8511,0.0333254,-0.0186294,0.328183,0,0,0,0,0,0,0.904517,0.0823375,0.0774672,1.02685,0,0,0,0,0,0
110,-3.02505,-0.00617021,0.0119988,-0.373127,0,0,0,0,0,0,-3.04143,-0.0169404,0.00309017,-0.27719,0,0,0,0,0,0,-3.41813,-0.0105862,0.00783335,-0.0295283,0,0,0,0,0,0,0.658215,0.0786406,0.080986,1.06743,0,0,0,0,0,0
111,0.321229,0.00865704,-0.00874549,-0.252637,0,0,0,0,0,0,0.276034,0.0282017,-0.00879754,-0.424201,0,0,0,0,0,0,-0.506035,0.0644167,0.0111356,0.191533,0,0,0,0,0,0,0.798637,0.0914479,0.0668238,1.00329,0,0,0,0,0,0
112,0.171249,-0.0135486,0.00656509,0.0125691,0,0,0,0,0,0,0.00213449,-0.0148311,0.00898627,-0.0475022,0,0,0,0,0,0,-0.268666,-0.00516618,0.00374199,-0.0201501,0,0,0,0,0,0,1.05162,0.0890106,0.0847578,1.04866,0,0,0,0,0,0
113,-1.03857,0.0209126,-0.0126937,-0.0947908,0,0,0,0,0,0,-1.07401,0.00760918,-0.0165534,-0.176534,0,0,0,0,0,0,-1.65517,0.034575,-0.0242061,0.410421,0,0,0,0,0,0,0.923834,0.0942149,0.0775705,0.953366,0,0,0,0,0,0
114,2.48973,-0.0345775,0.0284248,-0.0767847,0,0,0,0,0,0,2.51073,-0.0427511,0.0249749,-0.152106,0,0,0,0,0,0,2.33964,-0.046255,0.0635067,0.531832,0,0,0,0,0,0,0.911965,0.0934325,0.0863682,1.04859,0,0,0,0,0,0
115,-0.401484,0.0223552,-0.0205827,-0.147602,0,0,0,0,0,0,-0.475317,0.022503,-0.0264538,-0.0771305,0,0,0,0,0,0,-2.11704,0.077898,-0.0149705,0.597209,0,0,0,0,0,0,0.900119,0.0719284,0.0725086,0.973543,0,0,0,0,0,0
116,-1.73633,-0.0909431,0.086887,1.24494,0,0,0,0,0,0,-1.80517,-0.0913963,0.0974224,1.09269,0,0,0,0,0,0,-1.89632,-0.0909601,0.0800677,1.20728,0,0,0,0,0,0,0.67124,0.0395147,0.020277,0.366427,0,0,0,0,0,0
117,-1.52772,0.0234897,-0.0749091,1.08467,0,0,0,0,0,0,-1.29352,0.0235047,-0.0714668,0.954464,0,0,0,0,0,0,-2.16862,0.036514,-0.0465806,1.27277,0,0,0,0,0,0,0.824863,0.0421367,0.0562041,0.674785,0,0,0,0,0,0
118,0.679413,-0.0103025,-0.0750476,0.639854,0,0,0,0,0,0,0.744811,-0.00293962,-0.0642638,0.545387,0,0,0,0,0,0,-0.260543,0.000897445,-0.0799306,1.21975,0,0,0,0,0,0,1.02684,0.0536918,0.0729262,0.974035,0,0,0,0,0,0
119,0.786206,0.0244016,-0.0294309,0.0352774,0,0,0,0,0,0,0.913469,0.0260006,-0.0168878,-0.19265,0,0,0,0,0,0,0.114545,0.0482203,-0.0249907,0.572792,0,0,0,0,0,0,1.15364,0.0846938,0.0872699,1.00488,0,0,0,0,0,0
120,2.73366,0.0339115,-0.0720177,0.935998,0,0,0,0,0,0,3.06158,0.0323818,-0.0778747,0.698752,0,0,0,0,0,0,2.01623,0.0396974,-0.0600072,1.34858,0,0,0,0,0,0,1.13889,0.045871,0.0686129,0.83855,0,0,0,0,0,0
121,1.46598,-0.0255855,-0.0198736,-0.415539,0,0,0,0,0,0,1.38335,-0.0247539,-0.0309668,-0.0899658,0,0,0,0,0,0,1.21847,-0.00216039,-0.0264634,0.169165,0,0,0,0,0,0,0.572337,0.0641141,0.0778423,0.8881,0,0,0,0,0,0
122,-0.6946,-0.013103,-0.0179321,-0.473754,0,0,0,0,0,0,-0.522149,-0.0250052,-0.00103782,-0.380468,0,0,0,0,0,0,-0.845071,-0.00541983,0.00918481,-0.0293506,0,0,0,0,0,0,0.6777,0.0813481,0.0621476,0.935359,0,0,0,0,0,0
123,-2.46737,-0.00628219,-0.0210304,-0.456066,0,0,0,0,0,0,-2.55251,-0.0153919,-0.0475951,-0.21509,0,0,0,0,0,0,-2.69184,0.00616449,-0.0158488,0.124901,0,0,0,0,0,0,0.329657,0.0581848,0.0621457,0.773553,0,0,0,0,0,0
124,0.824588,0.0200958,-0.016741,-0.242161,0,0,0,0,0,0,0.910634,0.0142325,-0.0268366,-0.272437,0,0,0,0,0,0,0.00840847,0.060328,-0.00192557,0.330812,0,0,0,0,0,0,0.90288,0.0811557,0.0814821,1.00461,0,0,0,0,0,0
125,-2.59661,-0.0432449,0.050928,-0.0779043,0,0,0,0,0,0,-2.76958,-0.0548695,0.0403597,-0.763484,0,0,0,0,0,0,-2.64929,-0.000450995,0.0880958,0.296123,0,0,0,0,0,0,0.591696,0.0623488,0.0881752,0.812857,0,0,0,0,0,0
126,-0.492586,-0.0268933,0.0266826,-0.225999,0,0,0,0,0,0,-0.485284,-0.0124568,0.0257123,-0.232122,0,0,0,0,0,0,-0.91499,-0.041985,0.036391,0.203978,0,0,0,0,0,0,0.854707,0.0948161,0.0815645,1.0864,0,0,0,0,0,0
127,1.37845,0.0753282,-0.00293727,-0.158073,0,0,0,0,0,0,0.709845,0.10158,0.00501437,-0.0391047,0,0,0,0,0,0,-0.0532098,0.124969,0.0240461,0.140137,0,0,0,0,0,0,1.30644,0.0807978,0.0674855,0.667898,0,0,0,0,0,0
128,1.89123,-0.00445556,0.0101165,-0.0976763,0,0,0,0,0,0,1.73979,-0.00376916,0.00235297,0.0184958,0,0,0,0,0,0,1.55898,-0.00369061,0.00266154,-0.015484,0,0,0,0,0,0,1.01407,0.0987814,0.0892019,1.07061,0,0,0,0,0,0
129,0.629401,0.0273037,-0.0171128,-0.0882017,0,0,0,0,0,0,0.766959,0.0161673,-0.0154415,-0.0671125,0,0,0,0,0,0,0.153057,0.0377379,-0.0255294,0.460065,0,0,0,0,0,0,1.12296,0.0903966,0.0883292,0.98892,0,0,0,0,0,0
130,-1.31863,0.134768,-0.0139179,0.809251,0,0,0,0,0,0,-1.7501,0.130106,-0.0134834,0.944023,0,0,0,0,0,0,-2.19797,0.132729,-0.00740342,0.917988,0,0,0,0,0,0,0.821778,0.0111655,0.0508137,0.248036,0,0,0,0,0,0
131,-2.2444,-0.0323931,0.106971,-0.0353641,0,0,0,0,0,0,-2.32266,-0.0422847,0.102154,-0.105904,0,0,0,0,0,0,-2.08211,-0.0169288,0.0952005,0.548356,0,0,0,0,0,0,0.58949,0.0740772,0.061521,0.69755,0,0,0,0,0,0
132,-1.91434,0.0171257,-0.00880076,0.028506,0,0,0,0,0,0,-1.85645,0.0226379,-0.01821,0.184577,0,0,0,0,0,0,-3.09639,0.014384,-0.00611904,0.0820447,0,0,0,0,0,0,1.44483,0.087487,0.092495,1.10091,0,0,0,0,0,0
133,1.95898,0.0899572,-0.0595377,1.33859,0,0,0,0,0,0,1.57815,0.0823437,-0.0577731,1.55411,0,0,0,0,0,0,0.995121,0.0854794,-0.0423953,1.56457,0,0,0,0,0,0,1.26947,0.0163288,0.0639308,0.3711,0,0,0,0,0,0
134,0.536837,0.0313322,-0.0175324,0.086341,0,0,0,0,0,0,0.560661,0.0352055,-0.0265285,0.209032,0,0,0,0,0,0,0.0318371,0.0474838,-0.0210817,0.481793,0,0,0,0,0,0,1.16513,0.0882182,0.0786004,1.10695,0,0,0,0,0,0
135,-3.13805,0.00183176,-0.0172528,-0.38909,0,0,0,0,0,0,-3.17205,0.00174157,-0.0287089,-0.470821,0,0,0,0,0,0,-3.56819,0.0248002,-0.00547768,0.147941,0,0,0,0,0,0,0.491204,0.0786944,0.0720638,0.839005,0,0,0,0,0,0
136,-0.968554,-0.018782,0.104885,-0.415135,0,0,0,0,0,0,-0.817086,-0.000958406,0.116767,-0.23128,0,0,0,0,0,0,-0.548236,0.0543315,0.148679,0.282316,0,0,0,0,0,0,0.697604,0.0696425,0.0913322,0.773523,0,0,0,0,0,0
137,1.64042,-0.0622176,0.0213754,-0.00350367,0,0,0,0,0,0,1.7073,-0.0767723,0.0269455,0.0878976,0,0,0,0,0,0,1.98657,-0.0663333,0.0595882,0.802458,0,0,0,0,0,0,0.61185,0.0724734,0.0600705,0.988398,0,0,0,0,0,0
138,0.643845,-0.0682186,0.0199601,1.15436,0,0,0,0,0,0,0.810425,-0.0282371,0.0181996,1.13453,0,0,0,0,0,0,0.796424,0.0210163,-0.0102247,0.149572,0,0,0,0,0,0,1.06926,0.137706,0.0735143,1.21741,0,0,0,0,0,0
139,-0.87428,0.00732376,-0.00990117,-0.480947,0,0,0,0,0,0,-0.821199,0.00297494,-0.0124656,-0.454497,0,0,0,0,0,0,-1.50447,0.0522602,0.0108288,0.125182,0,0,0,0,0,0,0.704016,0.0990445,0.0736678,0.944605,0,0,0,0,0,0
140,1.04753,-0.000381608,-0.00601137,-0.199682,0,0,0,0,0,0,1.11597,0.00474194,-0.004699,-0.0658802,0,0,0,0,0,0,0.745536,0.00386914,-0.00301981,0.0233581,0,0,0,0,0,0,0.946358,0.0890242,0.0746233,0.932863,0,0,0,0,0,0
141,0.446713,-0.0237782,-0.0439319,0.0057861,0,0,0,0,0,0,0.496022,-0.0140967,-0.0266059,-0.0562713,0,0,0,0,0,0,-0.00390735,-0.00434469,-0.0574925,0.617533,0,0,0,0,0,0,0.69943,0.0558822,0.0941815,0.989391,0,0,0,0,0,0
142,-2.19032,0.21951,0.00581931,-0.482023,0,0,0,0,0,0,-1.89452,0.224667,0.00250243,-0.624872,0,0,0,0,0,0,-2.45118,0.217375,0.00951546,-0.440733,0,0,0,0,0,0,0.72056,0.0134943,0.0776023,0.335245,0,0,0,0,0,0
143,-2.39306,-0.0786156,0.136401,1.79572,0,0,0,0,0,0,-1.96985,-0.105335,0.105796,1.99661,0,0,0,0,0,0,-2.72712,-0.0599644,0.12248,1.84276,0,0,0,0,0,0,1.05457,0.0493221,0.0469055,0.505723,0,0,0,0,0,0
144,-2.12389,-0.0138318,-0.0111854,-0.483083,0,0,0,0,0,0,-2.29429,-0.0165315,-0.0499241,-0.383702,0,0,0,0,0,0,-2.57746,-0.00255428,-0.0339872,0.293638,0,0,0,0,0,0,0.413496,0.0653211,0.0742253,0.878826,0,0,0,0,0,0
145,0.155012,0.0138121,-7.28292e-05,-0.412957,0,0,0,0,0,0,0.220241,-0.00852193,-0.00056362,-0.250439,0,0,0,0,0,0,-1.07316,0.0950942,0.0315925,0.00672516,0,0,0,0,0,0,0.75957,0.103356,0.0680138,1.03765,0,0,0,0,0,0
146,1.39904,-0.10686,0.0374517,0.864351,0,0,0,0,0,0,1.30153,-0.0732828,0.0282962,0.621963,0,0,0,0,0,0,1.63467,-0.0999135,0.044453,1.33048,0,0,0,0,0,0,1.14957,0.122222,0.0537976,1.39035,0,0,0,0,0,0
147,-3.05981,-0.0272652,-0.0471598,-0.218731,0,0,0,0,0,0,-2.87382,-0.0246348,-0.0181361,-0.184807,0,0,0,0,0,0,-3.41492,-0.0147975,-0.0497106,0.319329,0,0,0,0,0,0,0.535638,0.0643315,0.0950128,0.956606,0,0,0,0,0,0
148,-1.18286,0.032317,-0.0230973,0.088193,0,0,0,0,0,0,-1.36759,0.0432904,-0.0283575,0.0991321,0,0,0,0,0,0,-2.32977,0.0616974,-0.0230177,0.679842,0,0,0,0,0,0,1.05027,0.0655228,0.083001,0.924779,0,0,0,0,0,0
149,0.26909,-0.00688351,-0.00502049,0.111692,0,0,0,0,0,0,0.103779,-0.00886025,0.0131201,0.0895594,0,0,0,0,0,0,-0.155886,-0.00283463,0.00203941,-0.0123751,0,0,0,0,0,0,0.933821,0.0992129,0.0888474,1.18792,0,0,0,0,0,0
150,1.30319,-0.020517,-0.00297317,-0.00561636,0,0,0,0,0,0,1.27825,-0.00226584,-0.00186871,-0.00344626,0,0,0,0,0,0,0.872735,-0.00424934,0.00308355,-0.0173867,0,0,0,0,0,0,1.09214,0.0973201,0.0942936,1.06047,0,0,0,0,0,0
151,-1.41136,-0.0679992,0.118856,1.87388,0,0,0,0,0,0,-1.16037,-0.0964252,0.11805,1.91592,0,0,0,0,0,0,-1.17685,-0.0807045,0.119414,1.79754,0,0,0,0,0,0,0.631499,0.0707665,0.0224732,0.555879,0,0,0,0,0,0
152,-1.61796,-0.00342686,-0.0096382,-0.554774,0,0,0,0,0,0,-1.71847,0.0132704,-0.00346978,-0.396652,0,0,0,0,0,0,-2.36866,0.0723369,0.0349699,-0.00741898,0,0,0,0,0,0,0.570279,0.0934295,0.0727086,0.884328,0,0,0,0,0,0
153,0.334919,0.00244282,0.00130647,-0.337088,0,0,0,0,0,0,0.476069,0.0109833,-0.00423345,-0.347853,0,0,0,0,0,0,-0.0167726,0.00786995,-0.000473061,0.0243901,0,0,0,0,0,0,0.964995,0.117048,0.0766867,0.953023,0,0,0,0,0,0
154,3.00024,0.014447,-0.0281445,-0.0895992,0,0,0,0,0,0,2.91534,0.0269758,-0.0369201,-0.0748523,0,0,0,0,0,0,2.41846,0.0312178,-0.0373164,0.567167,0,0,0,0,0,0,1.06093,0.090254,0.0743799,0.959136,0,0,0,0,0,0
155,-2.96516,0.019407,-0.0146405,-0.276514,0,0,0,0,0,0,-2.90677,0.0205587,-0.0256654,-0.425469,0,0,0,0,0,0,-3.49615,0.043369,-0.00193702,0.221537,0,0,0,0,0,0,0.604979,0.0831986,0.0850055,0.832389,0,0,0,0,0,0
156,-0.742483,0.0445294,0.00354175,-0.611018,0,0,0,0,0,0,-0.480517,0.00787239,0.0111881,-0.278376,0,0,0,0,0,0,0.343851,-0.0614138,0.0356159,0.409125,0,0,0,0,0,0,1.09599,0.115993,0.0821601,0.909442,0,0,0,0,0,0
157,1.04212,-0.0166607,0.00680757,-0.000654937,0,0,0,0,0,0,0.966598,-0.0217917,0.0102827,-0.0150465,0,0,0,0,0,0,0.667101,-0.0021419,0.00143732,-0.00936207,0,0,0,0,0,0,0.902217,0.0875512,0.0849051,1.07259,0,0,0,0,0,0
158,-0.643862,0.00349245,-0.00652741,-0.236234,0,0,0,0,0,0,-0.686561,0.00145724,0.00897929,-0.211031,0,0,0,0,0,0,-1.18859,0.00663878,-0.0050895,0.043663,0,0,0,0,0,0,0.867521,0.0897087,0.0778969,0.962782,0,0,0,0,0,0
159,0.490425,-0.0575631,0.0235378,-0.160284,0,0,0,0,0,0,0.643728,-0.0630126,0.0429406,-0.0391816,0,0,0,0,0,0,0.794056,-0.0502727,0.0639267,0.619537,0,0,0,0,0,0,0.664598,0.0680287,0.0611647,0.887143,0,0,0,0,0,0
160,-0.321193,-0.00634549,-0.00700499,-0.45912,0,0,0,0,0,0,-0.41648,-0.00855312,-0.00318973,-0.422792,0,0,0,0,0,0,-0.641721,-0.00347385,0.00284345,-0.0158596,0,0,0,0,0,0,0.700518,0.0932497,0.0778638,0.849108,0,0,0,0,0,0
161,0.622507,-0.00982289,0.0104794,0.00587292,0,0,0,0,0,0,0.499435,-0.00134216,0.021782,-0.100212,0,0,0,0,0,0,0.167785,-0.00506151,0.0036689,-0.0198562,0,0,0,0,0,0,1.08011,0.09543,0.0897892,1.08803,0,0,0,0,0,0
162,0.904525,-0.0083345,0.00422048,-0.310821,0,0,0,0,0,0,0.908175,-0.00810505,0.00130947,-0.233959,0,0,0,0,0,0,0.561526,-0.00476285,0.0029634,-0.0178949,0,0,0,0,0,0,0.816778,0.0896665,0.0789652,1.08126,0,0,0,0,0,0
163,-2.78387,0.00678619,0.00603907,-0.0680763,0,0,0,0,0,0,-2.88005,-0.0279552,0.00453319,-0.00261616,0,0,0,0,0,0,-3.56082,-0.00400987,0.00293509,-0.0166698,0,0,0,0,0,0,0.882348,0.091881,0.0885233,0.997135,0,0,0,0,0,0
164,2.12402,-0.0423292,0.0330446,-0.00389729,0,0,0,0,0,0,2.13593,-0.0329506,0.0419219,0.0516978,0,0,0,0,0,0,1.77656,-0.0371731,0.0313959,0.130981,0,0,0,0,0,0,1.03483,0.0824641,0.0928969,1.18469,0,0,0,0,0,0
165,1.35347,-0.0180464,0.00294406,0.0442899,0,0,0,0,0,0,1.21547,-0.0136336,0.011975,0.00962121,0,0,0,0,0,0,0.914685,-0.00530497,0.00383666,-0.0205267,0,0,0,0,0,0,1.0569,0.0979749,0.0876454,1.09463,0,0,0,0,0,0
166,1.96187,0.00703769,-0.0112792,-0.332045,0,0,0,0,0,0,1.94468,0.00907842,-0.0203243,-0.260974,0,0,0,0,0,0,1.00087,0.0820636,0.0138434,0.162806,0,0,0,0,0,0,0.957712,0.0797682,0.0743574,1.03451,0,0,0,0,0,0
167,1.00915,0.024884,-0.0364738,0.0349297,0,0,0,0,0,0,1.28295,0.00909704,-0.032228,-0.214947,0,0,0,0,0,0,0.214901,0.0371511,-0.0367027,0.685429,0,0,0,0,0,0,1.03867,0.0840069,0.0742883,0.905975,0,0,0,0,0,0
168,3.95491,-0.0092314,-0.00202658,-0.319033,0,0,0,0,0,0,3.73972,-0.0167008,-0.0178863,-0.252372,0,0,0,0,0,0,3.55392,0.0104677,-0.00710329,0.0736583,0,0,0,0,0,0,0.882912,0.0781558,0.0704792,0.810167,0,0,0,0,0,0
169,-2.17911,0.150798,-0.0198391,-0.0875718,0,0,0,0,0,0,-2.18606,0.139442,-0.00037076,0.18851,0,0,0,0,0,0,-2.93544,0.138206,-0.0128329,0.267038,0,0,0,0,0,0,0.751834,0.0131835,0.078396,0.367383,0,0,0,0,0,0
170,-0.968721,-0.0311648,0.0224429,-0.364935,0,0,0,0,0,0,-0.796014,-0.0528476,0.0337217,-0.132223,0,0,0,0,0,0,-1.14996,-0.0550988,0.0490346,0.46013,0,0,0,0,0,0,0.812402,0.0855524,0.0748058,0.971046,0,0,0,0,0,0
171,-1.52819,-0.0604262,0.00804855,-0.236409,0,0,0,0,0,0,-1.65164,-0.053332,-0.000798086,-0.398731,0,0,0,0,0,0,-1.75291,-0.0472125,0.0252206,0.156038,0,0,0,0,0,0,0.57902,0.0791839,0.066852,0.867908,0,0,0,0,0,0
172,-1.63766,0.0199323,-0.0245649,-0.256336,0,0,0,0,0,0,-1.62697,0.0108053,-0.0248259,-0.107693,0,0,0,0,0,0,-2.73267,0.0463218,-0.0253235,0.549827,0,0,0,0,0,0,0.897806,0.0801101,0.0776591,1.07352,0,0,0,0,0,0
173,-0.236307,-0.136689,0.0207404,1.68016,0,0,0,0,0,0,0.154765,-0.145584,0.033387,1.56667,0,0,0,0,0,0,-0.000835718,-0.139314,0.0243335,1.66711,0,0,0,0,0,0,0.716287,0.0225905,0.0340943,0.446536,0,0,0,0,0,0
174,-0.667484,0.0290248,-0.0273982,-0.19537,0,0,0,0,0,0,-0.956335,0.0534567,-0.00533516,-0.0143036,0,0,0,0,0,0,-1.70073,0.0672151,-0.007844,0.482478,0,0,0,0,0,0,0.933422,0.0788269,0.0770781,0.905168,0,0,0,0,0,0
175,-0.205627,0.0333917,-0.0328759,-0.118857,0,0,0,0,0,0,-0.188269,0.0271679,-0.0283525,0.0635454,0,0,0,0,0,0,-1.30938,0.0603973,-0.0168734,0.597003,0,0,0,0,0,0,1.05865,0.0694907,0.0781454,0.942396,0,0,0,0,0,0
176,-1.51999,-0.0361047,0.00371171,-0.534161,0,0,0,0,0,0,-1.56894,-0.0261394,0.00180603,-0.371524,0,0,0,0,0,0,-1.78117,-0.0225614,0.0178125,-0.00289679,0,0,0,0,0,0,0.686519,0.0791965,0.0852369,0.952843,0,0,0,0,0,0
177,-2.42926,-0.0565845,0.0041323,-0.540102,0,0,0,0,0,0,-2.44912,-0.0343222,0.0203279,-0.635394,0,0,0,0,0,0,-2.01486,-0.00560988,0.0825912,0.336991,0,0,0,0,0,0,0.25716,0.0766995,0.0789258,0.903805,0,0,0,0,0,0
178,-0.925781,0.012347,-0.0193625,-0.183803,0,0,0,0,0,0,-1.04959,0.00158553,-0.0233242,0.0736908,0,0,0,0,0,0,-1.6088,0.0273463,-0.0279065,0.390084,0,0,0,0,0,0,0.966832,0.0830087,0.0771272,0.976469,0,0,0,0,0,0
179,-2.03827,0.0295946,-0.0247645,-0.268177,0,0,0,0,0,0,-2.54609,0.0421466,-0.0465751,-0.0932158,0,0,0,0,0,0,-3.21614,0.0736538,0.00408454,0.411877,0,0,0,0,0,0,0.763401,0.0781571,0.0670623,0.89436,0,0,0,0,0,0
180,-1.18337,0.17291,0.00788976,-0.222298,0,0,0,0,0,0,-0.956358,0.173692,0.0280367,-0.298329,0,0,0,0,0,0,-1.32892,0.17663,0.0164757,-0.337287,0,0,0,0,0,0,0.70201,0.0240662,0.0625675,0.632187,0,0,0,0,0,0
181,-0.177315,-0.00507655,0.00396081,-0.0959134,0,0,0,0,0,0,-0.257474,-0.000598567,0.00153037,-0.215263,0,0,0,0,0,0,-0.628833,-0.00990612,0.00868897,-0.0300156,0,0,0,0,0,0,0.912276,0.101625,0.0882705,0.995981,0,0,0,0,0,0
182,0.633948,-0.0631258,0.045107,0.0808115,0,0,0,0,0,0,0.654052,-0.074742,0.0493144,0.353175,0,0,0,0,0,0,0.602789,-0.0789177,0.0690661,1.11217,0,0,0,0,0,0,0.850172,0.0831564,0.0775572,0.933815,0,0,0,0,0,0
183,-0.812206,-0.0866016,0.0427701,1.97562,0,0,0,0,0,0,-1.21199,-0.0816938,0.040022,1.92416,0,0,0,0,0,0,0.359765,-0.0214353,0.150277,1.59631,0,0,0,0,0,0,0.360906,0.0248004,0.0199857,0.746015,0,0,0,0,0,0
184,-1.79365,-0.018193,0.00734067,-0.0253682,0,0,0,0,0,0,-1.77206,-0.0116328,0.0065327,-0.0133904,0,0,0,0,0,0,-2.65512,-0.00475924,0.00346206,-0.0189964,0,0,0,0,0,0,1.34282,0.0882456,0.0992989,1.12044,0,0,0,0,0,0
185,-0.820757,0.0691476,-0.02376,0.522743,0,0,0,0,0,0,-0.720141,0.0635115,-0.0185705,0.331357,0,0,0,0,0,0,-2.57722,0.113102,-0.0226628,1.22921,0,0,0,0,0,0,1.28749,0.0969359,0.0691267,1.09006,0,0,0,0,0,0
